Script,OFF Taxonomy,FR,EU,url,Date
No,Others," Autres » opérateurs enregistrés : Exploitations agricoles (Accès restreint) (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Other registered operators (Restricted access) (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRAUTREMAAF.pdf,10/10/15
No,Others,"« Autres » opérateurs enregistrés (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Other registered operators (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRAUTROPERA.pdf,10/10/15
No,Others,Etablissements ou usines mettant sur le marché des produits cosmétiques ,"(Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009) / Establishments or plants placing on the market cosmetic products (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRCOSMETIQ.pdf,10/10/15
No,Others,"Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Cuirs, peaux et leurs produits, activités de tannage","Hides and skins and products thereof, tanning activities (Article 23 of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRCUIRTANNA.pdf,10/10/15
No,Others,Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Autre (Article 23 du Règlement (CE) N°1069/2009),Other (Article 23 of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRETABMATAU.pdf,10/10/15
No,Others,"Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Laine, poils, soies de porc, plumes, parties de plumes et duvets","Wool, hair, pig bristles, feathers, parts of feathers and down (Article 23 (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRLAINPOILP.pdf,10/10/15
No,Others,"Etablissements ou usines mettant sur le marché des produits médicaux (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Establishments or plants placing on the market medicinal products (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRMEDHUMAIN.pdf,10/10/15
No,Others,Etablissements ou usines mettant sur le marché des dispositifs médicaux implantables actifs (Article 23- Autres : Autres opérateurs enregistré)," Establishments or plants placing on the market active implantable medical devices (Other registered operators, of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRMEDICACTI.pdf,10/10/15
No,Others,"Etablissements ou usines mettant sur le marché des dispositifs médicaux (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Establishments or plants placing on the market medical devices (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRMEDICAUX.pdf,10/10/15
No,Others,"Négociants (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Registered traders (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRNEGOCIANT.pdf,10/10/15
No,Others,"Etablissements, usines manipulant des sous-produits ou produits dérivés pour des usages en dehors de l'alimentation animale : Os, produits d'os, cornes, produits issus de cornes, sabots, produits issus de Sabots","Bone, bone products, horns, horn products, hooves, hoof products (Article 23 1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENROSCORNSAB.pdf,10/10/15
No,Others,"Etablissements ou usines manipulant des produits intermédiaires (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Establishments or plants handling intermediate products (Other registered operators, of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRPINTERMED.pdf,10/10/15
No,Others,Etablissements ou usines mettant sur le marché des produits de médecine vétérinaire (Article 23-Autres : Autres opérateurs enregistrés),"Establishments or plants placing on the market veterinary medicinal products (Other registered operators, of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRPRODVETER.pdf,10/10/15
No,Others,Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Sang et produits sanguins d'Equidés,Blood and blood products from equidae (Article 23 of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRSANGEQUID.pdf,10/10/15
No,Others,"Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Sang, produits sanguins, dispositifs médicaux","Blood, blood products, medical devices (Article 23 of Regulation (EC) N°1069/2009)",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRSANGMEDIC.pdf,10/10/15
No,Others,"Transporteurs enregistrés (Article 23-Autres : Autres opérateurs enregistrés, du Règlement (CE) N°1069/2009)","Registered transporters (Other registered operators, of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRTRANSPORT.pdf,10/10/15
No,Others,"Etablissements ou usines manipulant des sous-produits animaux ou des produits dérivés pour des usages en dehors de l'alimentation animale : Trophées de chasse et pour taxidermie, autres préparations","Game trophies, trophies for taxidermy purposes, other preparation (Article 23 (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRTROPHAUTR.pdf,10/10/15
No,Others,Usines oléochimiques (Article 23 du Règlement (CE) N°1069/2009),Oleo-chemical plants (Article 23 of Regulation EC) N°1069/2009),https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA5_ENRUSINOLEOC.pdf,10/10/15
No,Others,"Usines de combustion (Article 24(1)(b), (c) et (d) du Règlement (CE) N°1069/2009)","Combustion plants (Article 24(1)(b), (c) and (d) of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRETABCOMBU.pdf,10/10/15
No,Others,Etablissements ayant une activité d'entreposage de produits dérivés(Article 24(1)(j) du Règlement (CE) N°1069/2009),Establishments or plants for the storage of derived products (Article 24(1)(j) of Regulation,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRETABENTPD.pdf,10/10/15
No,Others,Etablissements ou usines ayant une activité d'entreposage de sous-produits animaux (Article 24(1)(i) du Règlement (CE) N°1069/2009),Establishments or plants storing animal by-products (Article 24(1)(i) of Regulation (EC) N°1069/2009),https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRETABENTSP.pdf,10/10/15
No,Others,Etablissements ou usines de manipulation après collecte de sous-produits animaux (Article 24(1)(h) du Règlement (CE) N°1069/2009),Establishments or plants carrying out intermediate activities (Article 24(1)(h) of Regulation (EC) N°1069/2009),https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRETABMANIP.pdf,10/10/15
No,Others,Usines de conversion en biogaz (Article 24(1)(g) du Règlement (CE) N°1069/2009),Biogas plants (Article 24(1)(g) of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINBIOGA.pdf,10/10/15
No,Others,"Usines de co-incinération (Article 24(1)(b), (c) et (d) du Règlement (CE) N°1069/2009)","Co-incineration plants (Article 24(1)(b), (c) and (d) of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINCOINC.pdf,10/10/15
No,Others,Usines de compostage (Article 24(1)(g) du Règlement (CE) N°1069/2009),Composting plants (Article,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINCOMPO.pdf,10/10/15
No,Others,Etablissements de fabrication d'engrais organiques et d'amendements (Art. 24. 1) (f) du Règlement (CE) N°1069/2009),Establishments or plants manufacturing organic fertilisers or soil improvers (Article 24 (1) (f) of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINENGRA.pdf,10/10/15
No,Others,"Usines d'incinération  (Article 24(1)(b), (c) et (d) du Règlement (CE) N°1069/2009)","Incineration plants (Article 24(1)(b),(c) and (d) of Regulation (EC) N°1069/2009",https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSININCIN.pdf,10/10/15
No,Others,Usines de fabrication d'alimentation d'animaux familiers (Article 24(1)(e) du Règlement (CE),Petfood plants (Article 24(1)(e) of Regulation (EC) N°1069/2009),https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINPALIA.pdf,10/10/15
No,Others,Usine de transformation de catégorie 1 (Article 24(1)(a) du Règlement (CE) N°1069/2009),Category 1 processing plants (Article 24(1)(a) of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINTRAC1.pdf,10/10/15
No,Others,Usine de transformation de catégorie 2 (Article 24(1)(a) du Règlement (CE) N°1069/2009),Category 2 processing plants (Article 24(1)(a) of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINTRAC2.pdf,10/10/15
No,Others,Usine de transformation de catégorie 3 (Article 24(1)(a) du Règlement (CE) N°1069/2009),Category 3 processing plants (Article 24(1)(a) of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_AGRUSINTRAC3.pdf,10/10/15
No,Others,Centres de collecte (Article 23 du Règlement (CE) N°1069/2009),Collection centres (Article 23 of Regulation (EC) N°1069/2009,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SPA6_ENRCTRCOLLEC.pdf,10/10/15
No,Others,Liste des établissements autorisés à collecter des laits de 72H,,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SSA4_AGCOL72H_PRV.pdf,10/10/15
No,Others,Liste des établissements autorisés à utiliser des matériaux et locaux traditionnels,,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SSA4_AGMATLOCTRAD_PRV.pdf,10/10/15
Yes,Others,Liste des établissements autorisés à utiliser des laits non conformes pour la fabrication de fromages de plus de 60 jour,,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SSA4_AGUTIL60J_PRV.pdf,10/10/15
Yes,Produits composites,Liste des établissements ayant un atelier de fabrication de produits composites,Composite products plants,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SSA5B_FABPDTCMP.pdf,10/10/15
Yes,Produits composites,Liste des établissements ayant un atelier de fabrication de produits composites,Composite products plants,https://fichiers-publics.agriculture.gouv.fr/dgal/ListesOfficielles/SSA5B_FABPDTCMP.txt,10/10/15
